PassengerId,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,Title,Survived
511,3,male,29.0,0,0,7.75,Q,Mr,1
512,3,male,29.77810885753248,0,0,8.05,S,Mr,0
513,1,male,36.0,0,0,26.2875,S,Mr,1
514,1,female,54.0,1,0,59.4,C,Mrs,1
515,3,male,24.0,0,0,7.4958,S,Mr,0
516,1,male,47.0,0,0,34.0208,S,Mr,0
517,2,female,34.0,0,0,10.5,S,Mrs,1
518,3,male,30.021589285714285,0,0,24.15,Q,Mr,0
519,2,female,36.0,1,0,26.0,S,Mrs,1
520,3,male,32.0,0,0,7.8958,S,Mr,0
521,1,female,30.0,0,0,93.5,S,Miss,1
522,3,male,22.0,0,0,7.8958,S,Mr,0
523,3,male,27.256516612848355,0,0,7.225,C,Mr,0
524,1,female,44.0,0,1,57.9792,C,Mrs,1
525,3,male,23.90057433064013,0,0,7.2292,C,Mr,0
526,3,male,40.5,0,0,7.75,Q,Mr,0
527,2,female,50.0,0,0,10.5,S,Miss,1
528,1,male,52.785,0,0,221.7792,S,Mr,0
529,3,male,39.0,0,0,7.925,S,Mr,0
530,2,male,23.0,2,1,11.5,S,Mr,0
531,2,female,2.0,1,1,26.0,S,Miss,1
532,3,male,23.90057433064013,0,0,7.2292,C,Mr,0
533,3,male,17.0,1,1,7.2292,C,Mr,0
534,3,female,29.773333333333333,0,2,22.3583,C,Mrs,1
535,3,female,30.0,0,0,8.6625,S,Miss,0
536,2,female,7.0,0,2,26.25,S,Miss,1
537,1,male,45.0,0,0,26.55,S,Rare,0
538,1,female,30.0,0,0,106.425,C,Miss,1
539,3,male,26.973999999999997,0,0,14.5,S,Mr,0
540,1,female,22.0,0,2,49.5,C,Miss,1
541,1,female,36.0,0,2,71.0,S,Miss,1
542,3,female,9.0,4,2,31.275,S,Miss,0
543,3,female,11.0,4,2,31.275,S,Miss,0
544,2,male,32.0,1,0,26.0,S,Mr,1
545,1,male,50.0,1,0,106.425,C,Mr,0
546,1,male,64.0,0,0,26.0,S,Mr,0
547,2,female,19.0,1,0,26.0,S,Mrs,1
548,2,male,24.050749999999997,0,0,13.8625,C,Mr,1
549,3,male,33.0,1,1,20.525,S,Mr,0
550,2,male,8.0,1,1,36.75,S,Master,1
551,1,male,17.0,0,2,110.8833,C,Mr,1
552,2,male,27.0,0,0,26.0,S,Mr,0
553,3,male,31.93607326007326,0,0,7.8292,Q,Mr,0
554,3,male,22.0,0,0,7.225,C,Mr,1
555,3,female,22.0,0,0,7.775,S,Miss,1
556,1,male,62.0,0,0,26.55,S,Mr,0
557,1,female,48.0,1,0,39.6,C,Rare,1
558,1,male,35.63583333333333,0,0,227.525,C,Mr,0
559,1,female,39.0,1,1,79.65,S,Mrs,1
560,3,female,36.0,1,0,17.4,S,Mrs,1
561,3,male,40.639844065656554,0,0,7.75,Q,Mr,0
562,3,male,40.0,0,0,7.8958,S,Mr,0
563,2,male,28.0,0,0,13.5,S,Mr,0
564,3,male,29.77810885753248,0,0,8.05,S,Mr,0
565,3,female,21.210452380952383,0,0,8.05,S,Miss,0
566,3,male,24.0,2,0,24.15,S,Mr,0
567,3,male,19.0,0,0,7.8958,S,Mr,0
568,3,female,29.0,0,4,21.075,S,Mrs,0
569,3,male,23.90057433064013,0,0,7.2292,C,Mr,0
570,3,male,32.0,0,0,7.8542,S,Mr,1
571,2,male,62.0,0,0,10.5,S,Mr,1
572,1,female,53.0,2,0,51.4792,S,Mrs,1
573,1,male,36.0,0,0,26.3875,S,Mr,1
574,3,female,26.363908542846033,0,0,7.75,Q,Miss,1
575,3,male,16.0,0,0,8.05,S,Mr,0
576,3,male,19.0,0,0,14.5,S,Mr,0
577,2,female,34.0,0,0,13.0,S,Miss,1
578,1,female,39.0,1,0,55.9,S,Mrs,1
579,3,female,21.82333333333333,1,0,14.4583,C,Mrs,0
580,3,male,32.0,0,0,7.925,S,Mr,1
581,2,female,25.0,1,1,30.0,S,Miss,1
582,1,female,39.0,1,1,110.8833,C,Mrs,1
583,2,male,54.0,0,0,26.0,S,Mr,0
584,1,male,36.0,0,0,40.125,C,Mr,0
585,3,male,29.952675999950348,0,0,8.7125,C,Mr,0
586,1,female,18.0,0,2,79.65,S,Miss,1
587,2,male,47.0,0,0,15.0,S,Mr,0
588,1,male,60.0,1,1,79.2,C,Mr,1
589,3,male,22.0,0,0,8.05,S,Mr,0
590,3,male,29.77810885753248,0,0,8.05,S,Mr,0
591,3,male,35.0,0,0,7.125,S,Mr,0
592,1,female,52.0,1,0,78.2667,C,Mrs,1
593,3,male,47.0,0,0,7.25,S,Mr,0
594,3,female,20.28295,0,2,7.75,Q,Miss,0
595,2,male,37.0,1,0,26.0,S,Mr,0
596,3,male,36.0,1,1,24.15,S,Mr,0
597,2,female,20.903690476190476,0,0,33.0,S,Miss,1
598,3,male,49.0,0,0,0.0,S,Mr,0
599,3,male,27.256516612848355,0,0,7.225,C,Mr,0
600,1,male,49.0,1,0,56.9292,C,Rare,1
601,2,female,24.0,2,1,27.0,S,Mrs,1
602,3,male,28.627636015978652,0,0,7.8958,S,Mr,0
603,1,male,44.03333333333334,0,0,42.4,S,Mr,0
604,3,male,44.0,0,0,8.05,S,Mr,0
605,1,male,35.0,0,0,26.55,C,Mr,1
606,3,male,36.0,1,0,15.55,S,Mr,0
607,3,male,30.0,0,0,7.8958,S,Mr,0
608,1,male,27.0,0,0,30.5,S,Mr,1
609,2,female,22.0,1,2,41.5792,C,Mrs,1
610,1,female,40.0,0,0,153.4625,S,Miss,1
611,3,female,39.0,1,5,31.275,S,Mrs,0
612,3,male,26.841709193584194,0,0,7.05,S,Mr,0
613,3,female,16.316833333333335,1,0,15.5,Q,Miss,1
614,3,male,40.639844065656554,0,0,7.75,Q,Mr,0
615,3,male,35.0,0,0,8.05,S,Mr,0
616,2,female,24.0,1,2,65.0,S,Miss,1
617,3,male,34.0,1,1,14.4,S,Mr,0
618,3,female,26.0,1,0,16.1,S,Mrs,0
619,2,female,4.0,2,1,39.0,S,Miss,1
620,2,male,26.0,0,0,10.5,S,Mr,0
621,3,male,27.0,1,0,14.4542,C,Mr,0
622,1,male,42.0,1,0,52.5542,S,Mr,1
623,3,male,20.0,1,1,15.7417,C,Mr,1
624,3,male,21.0,0,0,7.8542,S,Mr,0
625,3,male,21.0,0,0,16.1,S,Mr,0
626,1,male,61.0,0,0,32.3208,S,Mr,0
627,2,male,57.0,0,0,12.35,Q,Rare,0
628,1,female,21.0,0,0,77.9583,S,Miss,1
629,3,male,26.0,0,0,7.8958,S,Mr,0
630,3,male,26.255326388888896,0,0,7.7333,Q,Mr,0
631,1,male,80.0,0,0,30.0,S,Mr,1
632,3,male,51.0,0,0,7.0542,S,Mr,0
633,1,male,32.0,0,0,30.5,C,Rare,1
634,1,male,42.488196428571435,0,0,0.0,S,Mr,0
635,3,female,9.0,3,2,27.9,S,Miss,0
636,2,female,28.0,0,0,13.0,S,Miss,1
637,3,male,32.0,0,0,7.925,S,Mr,0
638,2,male,31.0,1,1,26.25,S,Mr,0
639,3,female,41.0,0,5,39.6875,S,Mrs,0
640,3,male,27.532690476190478,1,0,16.1,S,Mr,0
641,3,male,20.0,0,0,7.8542,S,Mr,0
642,1,female,24.0,0,0,69.3,C,Miss,1
643,3,female,2.0,3,2,27.9,S,Miss,0
644,3,male,29.323123015873033,0,0,56.4958,S,Mr,1
645,3,female,0.75,2,1,19.2583,C,Miss,1
646,1,male,48.0,1,0,76.7292,C,Mr,1
647,3,male,19.0,0,0,7.8958,S,Mr,0
648,1,male,56.0,0,0,35.5,C,Rare,1
649,3,male,32.232547619047615,0,0,7.55,S,Mr,0
650,3,female,23.0,0,0,7.55,S,Miss,1
651,3,male,28.627636015978652,0,0,7.8958,S,Mr,0
652,2,female,18.0,0,1,23.0,S,Miss,1
653,3,male,21.0,0,0,8.4333,S,Mr,0
654,3,female,21.504676497113987,0,0,7.8292,Q,Miss,1
655,3,female,18.0,0,0,6.75,Q,Miss,0
656,2,male,24.0,2,0,73.5,S,Mr,0
657,3,male,28.627636015978652,0,0,7.8958,S,Mr,0
658,3,female,32.0,1,1,15.5,Q,Mrs,0
659,2,male,23.0,0,0,13.0,S,Mr,0
660,1,male,58.0,0,2,113.275,C,Mr,0
661,1,male,50.0,2,0,133.65,S,Rare,1
662,3,male,40.0,0,0,7.225,C,Mr,0
663,1,male,47.0,0,0,25.5875,S,Mr,0
664,3,male,36.0,0,0,7.4958,S,Mr,0
665,3,male,20.0,1,0,7.925,S,Mr,1
666,2,male,32.0,2,0,73.5,S,Mr,0
667,2,male,25.0,0,0,13.0,S,Mr,0
668,3,male,27.484150815728494,0,0,7.775,S,Mr,0
669,3,male,43.0,0,0,8.05,S,Mr,0
670,1,female,39.096333333333334,1,0,52.0,S,Mrs,1
671,2,female,40.0,1,1,39.0,S,Mrs,1
672,1,male,31.0,1,0,52.0,S,Mr,0
673,2,male,70.0,0,0,10.5,S,Mr,0
674,2,male,31.0,0,0,13.0,S,Mr,1
675,2,male,37.445388552939214,0,0,0.0,S,Mr,0
676,3,male,18.0,0,0,7.775,S,Mr,0
677,3,male,24.5,0,0,8.05,S,Mr,0
678,3,female,18.0,0,0,9.8417,S,Miss,1
679,3,female,43.0,1,6,46.9,S,Mrs,0
680,1,male,36.0,0,1,512.3292,C,Mr,1
681,3,female,18.149690836940835,0,0,8.1375,Q,Miss,0
682,1,male,27.0,0,0,76.7292,C,Mr,1
683,3,male,20.0,0,0,9.225,S,Mr,0
684,3,male,14.0,5,2,46.9,S,Mr,0
685,2,male,60.0,1,1,39.0,S,Mr,0
686,2,male,25.0,1,2,41.5792,C,Mr,0
687,3,male,14.0,4,1,39.6875,S,Mr,0
688,3,male,19.0,0,0,10.1708,S,Mr,0
689,3,male,18.0,0,0,7.7958,S,Mr,0
690,1,female,15.0,0,1,211.3375,S,Miss,1
691,1,male,31.0,1,0,57.0,S,Mr,1
692,3,female,4.0,0,1,13.4167,C,Miss,1
693,3,male,29.323123015873033,0,0,56.4958,S,Mr,1
694,3,male,25.0,0,0,7.225,C,Mr,0
695,1,male,60.0,0,0,26.55,S,Rare,0
696,2,male,52.0,0,0,13.5,S,Mr,0
697,3,male,44.0,0,0,8.05,S,Mr,0
698,3,female,17.65371626984127,0,0,7.7333,Q,Miss,1
699,1,male,49.0,1,1,110.8833,C,Mr,0
700,3,male,42.0,0,0,7.65,S,Mr,0
701,1,female,18.0,1,0,227.525,C,Mrs,1
702,1,male,35.0,0,0,26.2875,S,Mr,1
703,3,female,18.0,0,1,14.4542,C,Miss,0
704,3,male,25.0,0,0,7.7417,Q,Mr,0
705,3,male,26.0,1,0,7.8542,S,Mr,0
706,2,male,39.0,0,0,26.0,S,Mr,0
707,2,female,45.0,0,0,13.5,S,Mrs,1
708,1,male,42.0,0,0,26.2875,S,Mr,1
709,1,female,22.0,0,0,151.55,S,Miss,1
710,3,male,6.522255952380951,1,1,15.2458,C,Master,1
711,1,female,24.0,0,0,49.5042,C,Miss,1
712,1,male,46.98519171095931,0,0,26.55,S,Mr,0
713,1,male,48.0,1,0,52.0,S,Mr,1
714,3,male,29.0,0,0,9.4833,S,Mr,0
715,2,male,52.0,0,0,13.0,S,Mr,0
716,3,male,19.0,0,0,7.65,S,Mr,0
717,1,female,38.0,0,0,227.525,C,Miss,1
718,2,female,27.0,0,0,10.5,S,Miss,1
719,3,male,30.70050595238095,0,0,15.5,Q,Mr,0
720,3,male,33.0,0,0,7.775,S,Mr,0
721,2,female,6.0,0,1,33.0,S,Miss,1
722,3,male,17.0,1,0,7.0542,S,Mr,0
723,2,male,34.0,0,0,13.0,S,Mr,0
724,2,male,50.0,0,0,13.0,S,Mr,0
725,1,male,27.0,1,0,53.1,S,Mr,1
726,3,male,20.0,0,0,8.6625,S,Mr,0
727,2,female,30.0,3,0,21.0,S,Mrs,1
728,3,female,18.083459401709398,0,0,7.7375,Q,Miss,1
729,2,male,25.0,1,0,26.0,S,Mr,0
730,3,female,25.0,1,0,7.925,S,Miss,0
731,1,female,29.0,0,0,211.3375,S,Miss,1
732,3,male,11.0,0,0,18.7875,C,Mr,0
733,2,male,37.445388552939214,0,0,0.0,S,Mr,0
734,2,male,23.0,0,0,13.0,S,Mr,0
735,2,male,23.0,0,0,13.0,S,Mr,0
736,3,male,28.5,0,0,16.1,S,Mr,0
737,3,female,48.0,1,3,34.375,S,Mrs,0
738,1,male,35.0,0,0,512.3292,C,Mr,1
739,3,male,28.627636015978652,0,0,7.8958,S,Mr,0
740,3,male,28.627636015978652,0,0,7.8958,S,Mr,0
741,1,male,52.49541666666667,0,0,30.0,S,Mr,1
742,1,male,36.0,1,0,78.85,S,Mr,0
743,1,female,21.0,2,2,262.375,C,Miss,1
744,3,male,24.0,1,0,16.1,S,Mr,0
745,3,male,31.0,0,0,7.925,S,Mr,1
746,1,male,70.0,1,1,71.0,S,Rare,0
747,3,male,16.0,1,1,20.25,S,Mr,0
748,2,female,30.0,0,0,13.0,S,Miss,1
749,1,male,19.0,1,0,53.1,S,Mr,0
750,3,male,31.0,0,0,7.75,Q,Mr,0
751,2,female,4.0,1,1,23.0,S,Miss,1
752,3,male,6.0,0,1,12.475,S,Master,1
753,3,male,33.0,0,0,9.5,S,Mr,0
754,3,male,23.0,0,0,7.8958,S,Mr,0
755,2,female,48.0,1,2,65.0,S,Mrs,1
756,2,male,0.67,1,1,14.5,S,Master,1
757,3,male,28.0,0,0,7.7958,S,Mr,0
758,2,male,18.0,0,0,11.5,S,Mr,0
759,3,male,34.0,0,0,8.05,S,Mr,0
760,1,female,33.0,0,0,86.5,S,Rare,1
761,3,male,26.973999999999997,0,0,14.5,S,Mr,0
762,3,male,41.0,0,0,7.125,S,Mr,0
763,3,male,20.0,0,0,7.2292,C,Mr,1
764,1,female,36.0,1,2,120.0,S,Mrs,1
765,3,male,16.0,0,0,7.775,S,Mr,0
766,1,female,51.0,1,0,77.9583,S,Mrs,1
767,1,male,48.125,0,0,39.6,C,Rare,0
768,3,female,30.5,0,0,7.75,Q,Miss,0
769,3,male,30.191944444444445,1,0,24.15,Q,Mr,0
770,3,male,32.0,0,0,8.3625,S,Mr,0
771,3,male,24.0,0,0,9.5,S,Mr,0
772,3,male,48.0,0,0,7.8542,S,Mr,0
773,2,female,57.0,0,0,10.5,S,Mrs,0
774,3,male,27.256516612848355,0,0,7.225,C,Mr,0
775,2,female,54.0,1,3,23.0,S,Mrs,1
776,3,male,18.0,0,0,7.75,S,Mr,0
777,3,male,40.639844065656554,0,0,7.75,Q,Mr,0
778,3,female,5.0,0,0,12.475,S,Miss,1
779,3,male,26.255326388888896,0,0,7.7375,Q,Mr,0
780,1,female,43.0,0,1,211.3375,S,Mrs,1
781,3,female,13.0,0,0,7.2292,C,Miss,1
782,1,female,17.0,1,0,57.0,S,Mrs,1
783,1,male,29.0,0,0,30.0,S,Mr,0
784,3,male,33.029404761904765,1,2,23.45,S,Mr,0
785,3,male,25.0,0,0,7.05,S,Mr,0
786,3,male,25.0,0,0,7.25,S,Mr,0
787,3,female,18.0,0,0,7.4958,S,Miss,1
788,3,male,8.0,4,1,29.125,Q,Master,0
789,3,male,1.0,1,2,20.575,S,Master,1
790,1,male,46.0,0,0,79.2,C,Mr,0
791,3,male,40.639844065656554,0,0,7.75,Q,Mr,0
792,2,male,16.0,0,0,26.0,S,Mr,0
793,3,female,17.572880952380952,8,2,69.55,S,Miss,0
794,1,male,49.59825000000001,0,0,30.6958,C,Mr,0
795,3,male,25.0,0,0,7.8958,S,Mr,0
796,2,male,39.0,0,0,13.0,S,Mr,0
797,1,female,49.0,0,0,25.9292,S,Rare,1
798,3,female,31.0,0,0,8.6833,S,Mrs,1
799,3,male,30.0,0,0,7.2292,C,Mr,0
800,3,female,30.0,1,1,24.15,S,Mrs,0
801,2,male,34.0,0,0,13.0,S,Mr,0
802,2,female,31.0,1,1,26.25,S,Mrs,1
803,1,male,11.0,1,2,120.0,S,Master,1
804,3,male,0.42,0,1,8.5167,C,Master,1
805,3,male,27.0,0,0,6.975,S,Mr,1
806,3,male,31.0,0,0,7.775,S,Mr,0
807,1,male,39.0,0,0,0.0,S,Mr,0
808,3,female,18.0,0,0,7.775,S,Miss,0
809,2,male,39.0,0,0,13.0,S,Mr,0
810,1,female,33.0,1,0,53.1,S,Mrs,1
811,3,male,26.0,0,0,7.8875,S,Mr,0
812,3,male,39.0,0,0,24.15,S,Mr,0
813,2,male,35.0,0,0,10.5,S,Mr,0
814,3,female,6.0,4,2,31.275,S,Miss,0
815,3,male,30.5,0,0,8.05,S,Mr,0
816,1,male,42.488196428571435,0,0,0.0,S,Mr,0
817,3,female,23.0,0,0,7.925,S,Miss,0
818,2,male,31.0,1,1,37.0042,C,Mr,0
819,3,male,43.0,0,0,6.45,S,Mr,0
820,3,male,10.0,3,2,27.9,S,Master,0
821,1,female,52.0,1,1,93.5,S,Mrs,1
822,3,male,27.0,0,0,8.6625,S,Mr,1
823,1,male,38.0,0,0,0.0,S,Rare,0
824,3,female,27.0,0,1,12.475,S,Mrs,1
825,3,male,2.0,4,1,39.6875,S,Master,0
826,3,male,23.509267773892773,0,0,6.95,Q,Mr,0
827,3,male,29.323123015873033,0,0,56.4958,S,Mr,0
828,2,male,1.0,0,2,37.0042,C,Master,1
829,3,male,40.639844065656554,0,0,7.75,Q,Mr,1
830,1,female,62.0,0,0,80.0,S,Mrs,1
831,3,female,15.0,1,0,14.4542,C,Mrs,1
832,2,male,0.83,1,1,18.75,S,Master,1
833,3,male,23.90057433064013,0,0,7.2292,C,Mr,0
834,3,male,23.0,0,0,7.8542,S,Mr,0
835,3,male,18.0,0,0,8.3,S,Mr,0
836,1,female,39.0,1,1,83.1583,C,Miss,1
837,3,male,21.0,0,0,8.6625,S,Mr,0
838,3,male,29.77810885753248,0,0,8.05,S,Mr,0
839,3,male,32.0,0,0,56.4958,S,Mr,1
840,1,male,46.52661309523808,0,0,29.7,C,Mr,1
841,3,male,20.0,0,0,7.925,S,Mr,0
842,2,male,16.0,0,0,10.5,S,Mr,0
843,1,female,30.0,0,0,31.0,C,Miss,1
844,3,male,34.5,0,0,6.4375,C,Mr,0
845,3,male,17.0,0,0,8.6625,S,Mr,0
846,3,male,42.0,0,0,7.55,S,Mr,0
847,3,male,18.565666666666672,8,2,69.55,S,Mr,0
848,3,male,35.0,0,0,7.8958,C,Mr,0
849,2,male,28.0,0,1,33.0,S,Rare,0
850,1,female,36.3775,1,0,89.1042,C,Mrs,1
851,3,male,4.0,4,2,31.275,S,Master,0
852,3,male,74.0,0,0,7.775,S,Mr,0
853,3,female,9.0,1,1,15.2458,C,Miss,0
854,1,female,16.0,0,1,39.4,S,Miss,1
855,2,female,44.0,1,0,26.0,S,Mrs,0
856,3,female,18.0,0,1,9.35,S,Mrs,1
857,1,female,45.0,1,1,164.8667,S,Mrs,1
858,1,male,51.0,0,0,26.55,S,Mr,1
859,3,female,24.0,0,3,19.2583,C,Mrs,1
860,3,male,23.90057433064013,0,0,7.2292,C,Mr,0
861,3,male,41.0,2,0,14.1083,S,Mr,0
862,2,male,21.0,1,0,11.5,S,Mr,0
863,1,female,48.0,0,0,25.9292,S,Mrs,1
864,3,female,17.572880952380952,8,2,69.55,S,Miss,0
865,2,male,24.0,0,0,13.0,S,Mr,0
866,2,female,42.0,0,0,13.0,S,Mrs,1
867,2,female,27.0,1,0,13.8583,C,Miss,1
868,1,male,31.0,0,0,50.4958,S,Mr,0
869,3,male,27.417221904428562,0,0,9.5,S,Mr,0
870,3,male,4.0,1,1,11.1333,S,Master,1
871,3,male,26.0,0,0,7.8958,S,Mr,0
872,1,female,47.0,1,1,52.5542,S,Mrs,1
873,1,male,33.0,0,0,5.0,S,Mr,0
874,3,male,47.0,0,0,9.0,S,Mr,0
875,2,female,28.0,1,0,24.0,C,Mrs,1
876,3,female,15.0,0,0,7.225,C,Miss,1
877,3,male,20.0,0,0,9.8458,S,Mr,0
878,3,male,19.0,0,0,7.8958,S,Mr,0
879,3,male,28.627636015978652,0,0,7.8958,S,Mr,0
880,1,female,56.0,0,1,83.1583,C,Mrs,1
881,2,female,25.0,0,1,26.0,S,Mrs,1
882,3,male,33.0,0,0,7.8958,S,Mr,0
883,3,female,22.0,0,0,10.5167,S,Miss,0
884,2,male,28.0,0,0,10.5,S,Mr,0
885,3,male,25.0,0,0,7.05,S,Mr,0
886,3,female,39.0,0,5,29.125,Q,Mrs,0
887,2,male,27.0,0,0,13.0,S,Rare,0
888,1,female,19.0,0,0,30.0,S,Miss,1
889,3,female,4.521483333333331,1,2,23.45,S,Miss,0
890,1,male,26.0,0,0,30.0,C,Mr,1
891,3,male,32.0,0,0,7.75,Q,Mr,0
